transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
536,2022-08-20,06:25:00,17,Female,55,Beauty,4,30.00,8.70,120.00
1052,2022-02-12,06:12:00,94,Female,36,Beauty,1,300.00,120.00,300.00
1536,2022-05-11,07:23:00,14,Female,55,Beauty,4,30.00,13.50,120.00
197,2022-04-03,11:57:00,14,Female,42,Clothing,4,50.00,25.50,200.00
750,2022-11-13,07:33:00,69,Female,35,Clothing,3,25.00,8.75,75.00
910,2022-08-21,06:29:00,138,Female,20,Beauty,3,50.00,22.50,150.00
917,2022-02-15,11:50:00,120,Female,57,Electronics,4,50.00,16.50,200.00
1197,2022-08-13,10:07:00,77,Female,42,Clothing,4,50.00,19.00,200.00
1750,2022-01-20,10:10:00,138,Female,35,Clothing,3,25.00,7.25,75.00
43739,2022-10-09,06:22:00,141,Female,20,Beauty,3,50.00,18.00,150.00
1917,2022-05-02,07:17:00,52,Female,57,Electronics,4,50.00,24.00,200.00
198,2022-05-21,11:42:00,30,Female,54,Beauty,3,300.00,114.00,900.00
444,2022-10-06,07:06:00,51,Female,61,Clothing,3,30.00,15.90,90.00
547,2022-11-14,07:36:00,3,Male,63,Clothing,4,500.00,250.00,2000.00
705,2022-09-30,07:28:00,37,Male,60,Electronics,2,25.00,6.25,50.00
1198,2022-08-07,10:43:00,147,Female,54,Beauty,3,300.00,159.00,900.00
1444,2022-04-29,06:18:00,135,Female,61,Clothing,3,30.00,14.10,90.00
1547,2022-08-11,06:39:00,142,Male,63,Clothing,4,500.00,235.00,2000.00
42856,2022-08-14,08:32:00,94,Male,60,Electronics,2,25.00,8.75,50.00
423,2022-07-18,06:06:00,41,Female,27,Clothing,1,25.00,11.75,25.00
1423,2022-06-15,07:56:00,131,Female,27,Clothing,1,25.00,11.00,25.00
248,2022-07-02,07:11:00,5,Male,26,Clothing,3,300.00,126.00,900.00
360,2022-09-09,09:04:00,26,Male,42,Clothing,4,25.00,10.50,100.00
377,2022-09-13,08:30:00,141,Female,46,Clothing,4,50.00,18.00,200.00
1248,2022-09-08,08:20:00,68,Male,26,Clothing,3,300.00,111.00,900.00
1360,2022-06-18,09:31:00,93,Male,42,Clothing,4,25.00,6.25,100.00
1377,2022-03-21,07:52:00,71,Female,46,Clothing,4,50.00,14.00,200.00
397,2023-10-26,08:06:00,59,Female,30,Beauty,1,25.00,10.50,25.00
623,2023-11-15,10:00:00,39,Male,34,Clothing,3,50.00,26.00,150.00
1397,2023-01-01,11:05:00,6,Female,30,Beauty,1,25.00,11.75,25.00
1623,2023-03-05,06:14:00,76,Male,34,Clothing,3,50.00,22.00,150.00
717,2023-11-30,08:15:00,8,Male,57,Clothing,1,500.00,190.00,500.00
1717,2023-01-12,09:40:00,21,Male,57,Clothing,1,500.00,175.00,500.00
130,2023-06-19,06:21:00,114,Female,57,Clothing,1,500.00,125.00,500.00
658,2023-10-30,07:47:00,93,Male,59,Clothing,1,25.00,6.50,25.00
45991,2023-02-20,09:03:00,28,Female,57,Clothing,1,500.00,180.00,500.00
1658,2023-04-10,06:08:00,148,Male,59,Clothing,1,25.00,12.25,25.00
7,2023-07-06,06:24:00,38,Male,46,Clothing,2,25.00,13.25,50.00
119,2023-09-01,09:11:00,127,Female,60,Clothing,3,50.00,27.50,150.00
278,2023-12-22,11:42:00,71,Female,37,Clothing,4,25.00,13.50,100.00
45937,2023-06-09,10:09:00,15,Male,46,Clothing,2,25.00,11.50,50.00
45980,2023-11-19,09:36:00,1,Female,60,Clothing,3,50.00,25.50,150.00
1278,2023-07-19,06:19:00,28,Female,37,Clothing,4,25.00,6.75,100.00
117,2023-08-04,11:38:00,8,Male,19,Electronics,2,500.00,230.00,1000.00
45978,2023-09-11,07:48:00,144,Male,19,Electronics,2,500.00,210.00,1000.00
442,2023-06-30,11:07:00,24,Female,60,Clothing,4,25.00,13.25,100.00
590,2023-05-04,11:52:00,151,Male,36,Clothing,3,300.00,135.00,900.00
607,2023-05-05,09:33:00,109,Male,54,Clothing,3,25.00,13.25,75.00
1442,2023-02-16,11:02:00,96,Female,60,Clothing,4,25.00,11.25,100.00
1590,2023-08-10,09:39:00,142,Male,36,Clothing,3,300.00,147.00,900.00
42552,2023-01-16,10:18:00,53,Male,54,Clothing,3,25.00,7.75,75.00
436,2023-10-22,11:54:00,21,Female,57,Clothing,4,30.00,13.50,120.00
942,2023-12-01,09:22:00,35,Male,51,Clothing,3,500.00,160.00,1500.00
1436,2023-01-20,11:29:00,1,Female,57,Clothing,4,30.00,9.90,120.00
1942,2023-09-16,11:53:00,112,Male,51,Clothing,3,500.00,265.00,1500.00
659,2023-06-09,06:08:00,75,Female,39,Electronics,1,30.00,8.10,30.00
941,2023-04-28,09:58:00,39,Female,57,Clothing,2,25.00,6.50,50.00
1659,2023-07-27,09:29:00,22,Female,39,Electronics,1,30.00,9.00,30.00
1941,2023-01-06,06:14:00,48,Female,57,Clothing,2,25.00,12.00,50.00
136,2023-12-26,08:59:00,25,Male,44,Electronics,2,300.00,141.00,600.00
175,2023-01-25,10:02:00,23,Female,31,Electronics,4,25.00,12.50,100.00
663,2023-08-16,06:32:00,133,Male,23,Clothing,4,300.00,87.00,1200.00
748,2023-03-01,09:35:00,132,Male,25,Clothing,3,50.00,24.00,150.00
806,2023-01-22,08:08:00,14,Female,35,Beauty,3,300.00,165.00,900.00
1136,2023-07-02,08:41:00,93,Male,44,Electronics,2,300.00,81.00,600.00
1175,2023-06-02,06:38:00,103,Female,31,Electronics,4,25.00,11.50,100.00
1663,2023-12-07,07:04:00,33,Male,23,Clothing,4,300.00,81.00,1200.00
1748,2023-03-02,10:24:00,119,Male,25,Clothing,3,50.00,15.50,150.00
43252,2023-06-14,10:13:00,61,Female,35,Beauty,3,300.00,102.00,900.00
38,2023-02-25,11:39:00,147,Male,38,Beauty,4,50.00,26.00,200.00
313,2023-12-16,10:03:00,11,Female,55,Beauty,3,500.00,140.00,1500.00
402,2023-07-12,08:45:00,63,Female,41,Clothing,2,300.00,135.00,600.00
459,2023-05-23,07:12:00,122,Male,28,Clothing,4,300.00,75.00,1200.00
1038,2023-12-30,09:09:00,11,Male,38,Beauty,4,50.00,20.50,200.00
1313,2023-06-04,09:22:00,10,Female,55,Beauty,3,500.00,170.00,1500.00
41671,2023-06-24,06:47:00,110,Female,41,Clothing,2,300.00,156.00,600.00
1459,2023-11-10,06:46:00,13,Male,28,Clothing,4,300.00,144.00,1200.00
161,2023-07-01,06:58:00,104,Male,64,Beauty,2,500.00,195.00,1000.00
328,2023-10-29,06:56:00,9,Male,39,Beauty,2,50.00,27.00,100.00
383,2023-03-24,08:53:00,64,Female,46,Beauty,3,30.00,7.80,90.00
973,2023-09-03,08:44:00,51,Male,60,Clothing,1,50.00,13.00,50.00
978,2023-07-27,09:58:00,16,Female,53,Clothing,3,50.00,19.00,150.00
1161,2023-06-29,11:06:00,30,Male,64,Beauty,2,500.00,160.00,1000.00
1328,2023-12-10,07:49:00,60,Male,39,Beauty,2,50.00,24.50,100.00
1383,2023-09-06,09:13:00,68,Female,46,Beauty,3,30.00,14.10,90.00
1973,2023-08-19,10:10:00,22,Male,60,Clothing,1,50.00,21.50,50.00
1978,2023-08-31,11:59:00,41,Female,53,Clothing,3,50.00,15.50,150.00
33,2023-12-24,07:40:00,33,Female,50,Electronics,2,50.00,21.00,100.00
138,2023-04-27,10:56:00,127,Male,49,Clothing,4,50.00,26.50,200.00
471,2023-03-08,10:21:00,136,Male,32,Clothing,3,50.00,13.00,150.00
636,2023-05-09,06:15:00,60,Female,21,Beauty,3,500.00,230.00,1500.00
1033,2023-04-12,06:52:00,32,Female,50,Electronics,2,50.00,19.00,100.00
1138,2023-10-16,11:59:00,27,Male,49,Clothing,4,50.00,14.50,200.00
1471,2023-06-25,10:34:00,30,Male,32,Clothing,3,50.00,13.00,150.00
1636,2023-07-22,11:26:00,50,Female,21,Beauty,3,500.00,150.00,1500.00
177,2023-03-24,08:40:00,30,Male,45,Beauty,2,50.00,26.50,100.00
426,2023-12-13,08:11:00,137,Male,23,Electronics,3,50.00,12.50,150.00
1177,2023-02-20,09:19:00,89,Male,45,Beauty,2,50.00,15.00,100.00
1426,2023-12-12,11:32:00,114,Male,23,Electronics,3,50.00,25.00,150.00
76,2023-09-09,07:33:00,70,Female,22,Electronics,2,50.00,14.50,100.00
91,2023-04-14,06:31:00,152,Female,55,Electronics,1,500.00,235.00,500.00
461,2023-07-18,10:33:00,21,Female,18,Beauty,2,500.00,265.00,1000.00
764,2023-11-07,08:46:00,47,Female,40,Clothing,1,25.00,11.25,25.00
1076,2023-07-14,11:09:00,99,Female,22,Electronics,2,50.00,15.00,100.00
1091,2023-07-15,08:46:00,139,Female,55,Electronics,1,500.00,235.00,500.00
1461,2023-05-01,08:43:00,63,Female,18,Beauty,2,500.00,180.00,1000.00
1764,2023-11-02,11:04:00,13,Female,40,Clothing,1,25.00,11.75,25.00
202,2023-01-25,06:24:00,61,Female,34,Clothing,4,300.00,120.00,1200.00
301,2023-07-30,10:58:00,104,Male,30,Clothing,4,30.00,9.60,120.00
703,2023-07-31,09:56:00,140,Male,34,Electronics,2,50.00,18.50,100.00
45993,2023-11-13,06:56:00,89,Female,34,Clothing,4,300.00,144.00,1200.00
41275,2023-09-24,09:58:00,70,Male,30,Clothing,4,30.00,10.50,120.00
42795,2023-06-10,08:36:00,2,Male,34,Electronics,2,50.00,17.00,100.00
294,2023-10-09,09:24:00,89,Female,23,Clothing,3,30.00,15.30,90.00
760,2023-06-26,07:59:00,14,Male,27,Beauty,1,500.00,125.00,500.00
1294,2023-01-24,11:24:00,8,Female,23,Clothing,3,30.00,10.50,90.00
1760,2023-08-23,07:26:00,44,Male,27,Beauty,1,500.00,230.00,500.00
575,2023-12-12,10:29:00,14,Male,60,Clothing,2,50.00,23.00,100.00
1575,2023-07-28,11:54:00,26,Male,60,Clothing,2,50.00,22.50,100.00
88,2023-02-16,08:31:00,122,Male,56,Clothing,1,500.00,185.00,500.00
1088,2023-09-14,07:00:00,6,Male,56,Clothing,1,500.00,155.00,500.00
975,2023-01-09,07:41:00,145,Female,56,Clothing,4,50.00,19.50,200.00
1975,2023-08-21,10:48:00,63,Female,56,Clothing,4,50.00,25.50,200.00
553,2023-03-20,06:17:00,106,Male,24,Clothing,4,300.00,81.00,1200.00
1553,2023-01-29,08:46:00,42,Male,24,Clothing,4,300.00,99.00,1200.00
462,2023-08-26,10:04:00,71,Male,63,Electronics,4,300.00,132.00,1200.00
614,2023-02-13,06:28:00,61,Female,39,Beauty,4,300.00,120.00,1200.00
808,2023-11-22,07:18:00,30,Male,33,Beauty,4,500.00,195.00,2000.00
1462,2023-11-13,10:42:00,124,Male,63,Electronics,4,300.00,114.00,1200.00
1614,2023-08-23,11:37:00,135,Female,39,Beauty,4,300.00,105.00,1200.00
43313,2023-02-12,10:48:00,109,Male,33,Beauty,4,500.00,210.00,2000.00
166,2023-01-28,11:42:00,32,Male,34,Clothing,4,500.00,225.00,2000.00
465,2023-02-22,11:52:00,40,Female,43,Electronics,3,50.00,15.50,150.00
502,2023-07-22,11:00:00,31,Male,43,Electronics,3,50.00,22.50,150.00
905,2023-10-01,06:27:00,96,Male,58,Beauty,1,300.00,111.00,300.00
1166,2023-07-19,07:45:00,65,Male,34,Clothing,4,500.00,245.00,2000.00
1465,2023-04-17,09:36:00,131,Female,43,Electronics,3,50.00,26.00,150.00
42036,2023-04-08,08:30:00,152,Male,43,Electronics,3,50.00,18.00,150.00
43586,2023-08-29,06:07:00,26,Male,58,Beauty,1,300.00,102.00,300.00
280,2023-11-17,09:35:00,76,Female,37,Clothing,3,500.00,240.00,1500.00
719,2023-07-02,07:19:00,37,Female,42,Clothing,2,30.00,12.00,60.00
834,2023-11-26,06:55:00,13,Female,56,Beauty,2,30.00,14.70,60.00
1280,2023-08-24,09:15:00,116,Female,37,Clothing,3,500.00,255.00,1500.00
1719,2023-12-28,07:29:00,4,Female,42,Clothing,2,30.00,10.80,60.00
1834,2023-04-14,06:53:00,102,Female,56,Beauty,2,30.00,12.90,60.00
891,2023-01-09,06:43:00,24,Male,41,Electronics,3,300.00,99.00,900.00
928,2023-11-05,10:20:00,54,Female,35,Clothing,4,300.00,90.00,1200.00
1891,2023-12-22,06:11:00,81,Male,41,Electronics,3,300.00,105.00,900.00
1928,2023-07-29,06:39:00,93,Female,35,Clothing,4,300.00,75.00,1200.00
332,2023-04-24,11:28:00,138,Male,58,Electronics,4,300.00,105.00,1200.00
1332,2023-12-04,10:02:00,146,Male,58,Electronics,4,300.00,123.00,1200.00
255,2023-10-15,11:44:00,19,Male,48,Clothing,1,30.00,14.70,30.00
275,2023-03-05,11:34:00,2,Male,43,Clothing,2,500.00,260.00,1000.00
314,2023-10-15,07:37:00,1,Male,52,Clothing,4,30.00,7.80,120.00
517,2023-08-20,08:54:00,3,Female,47,Clothing,4,25.00,9.25,100.00
847,2023-01-10,08:42:00,2,Female,18,Electronics,4,300.00,162.00,1200.00
1255,2023-01-20,07:08:00,4,Male,48,Clothing,1,30.00,7.80,30.00
1275,2023-03-02,08:48:00,5,Male,43,Clothing,2,500.00,250.00,1000.00
1314,2023-05-23,10:26:00,2,Male,52,Clothing,4,30.00,16.20,120.00
1517,2023-02-21,08:46:00,2,Female,47,Clothing,4,25.00,6.75,100.00
1847,2023-07-28,07:14:00,5,Female,18,Electronics,4,300.00,123.00,1200.00
61,2023-07-07,11:47:00,4,Male,21,Beauty,4,50.00,20.00,200.00
274,2023-04-14,07:12:00,4,Female,23,Clothing,2,500.00,150.00,1000.00
486,2023-12-02,09:47:00,4,Female,35,Electronics,1,25.00,6.50,25.00
548,2023-04-14,07:00:00,4,Female,51,Clothing,2,30.00,15.60,60.00
886,2023-12-11,11:25:00,4,Male,37,Electronics,3,300.00,165.00,900.00
892,2023-09-13,11:39:00,1,Male,20,Electronics,1,50.00,24.00,50.00
1061,2023-09-18,07:56:00,3,Male,21,Beauty,4,50.00,12.50,200.00
1274,2023-10-06,09:01:00,2,Female,23,Clothing,2,500.00,185.00,1000.00
1486,2023-11-22,08:58:00,4,Female,35,Electronics,1,25.00,8.75,25.00
1548,2023-01-13,08:15:00,1,Female,51,Clothing,2,30.00,12.60,60.00
1886,2023-07-26,11:51:00,1,Male,37,Electronics,3,300.00,147.00,900.00
1892,2023-10-01,07:22:00,3,Male,20,Electronics,1,50.00,23.50,50.00
601,2023-06-05,09:23:00,5,Male,19,Clothing,1,30.00,13.20,30.00
901,2023-08-02,06:38:00,2,Male,31,Electronics,1,30.00,12.00,30.00
42370,2023-09-14,11:48:00,1,Male,19,Clothing,1,30.00,13.50,30.00
43466,2023-11-29,11:05:00,4,Male,31,Electronics,1,30.00,8.40,30.00
527,2023-04-21,11:35:00,1,Male,57,Clothing,2,25.00,11.50,50.00
1527,2023-09-29,08:30:00,1,Male,57,Clothing,2,25.00,11.75,50.00
23,2023-09-28,07:05:00,4,Female,35,Clothing,4,30.00,14.70,120.00
174,2023-11-15,06:07:00,2,Female,39,Beauty,1,300.00,126.00,300.00
589,2023-07-08,07:11:00,5,Female,36,Beauty,2,500.00,145.00,1000.00
774,2023-11-06,09:04:00,2,Female,40,Clothing,2,25.00,6.50,50.00
1000,2023-04-01,10:22:00,1,Male,47,Electronics,4,30.00,8.40,120.00
45953,2023-05-23,08:40:00,5,Female,35,Clothing,4,30.00,8.10,120.00
1174,2023-05-17,06:55:00,2,Female,39,Beauty,1,300.00,132.00,300.00
1589,2023-07-01,06:30:00,5,Female,36,Beauty,2,500.00,145.00,1000.00
1774,2023-03-09,06:48:00,2,Female,40,Clothing,2,25.00,8.00,50.00
2000,2023-03-31,06:38:00,4,Male,47,Electronics,4,30.00,10.80,120.00
210,2023-10-07,08:50:00,2,Male,37,Electronics,4,50.00,19.00,200.00
478,2023-07-24,11:13:00,3,Female,58,Clothing,2,30.00,8.10,60.00
745,2023-08-14,07:30:00,3,Male,54,Beauty,2,50.00,17.00,100.00
46001,2023-03-10,10:02:00,5,Male,37,Electronics,4,50.00,12.50,200.00
1478,2023-08-31,09:18:00,1,Female,58,Clothing,2,30.00,13.50,60.00
1745,2023-09-28,10:38:00,4,Male,54,Beauty,2,50.00,21.00,100.00
354,2023-12-16,07:58:00,5,Female,49,Beauty,4,50.00,24.50,200.00
408,2023-12-22,08:18:00,4,Female,64,Beauty,1,500.00,140.00,500.00
1354,2023-09-17,09:34:00,5,Female,49,Beauty,4,50.00,26.50,200.00
41852,2023-08-28,08:17:00,2,Female,64,Beauty,1,500.00,250.00,500.00
674,2023-03-30,11:10:00,2,Female,38,Clothing,1,300.00,84.00,300.00
1674,2023-11-22,09:21:00,1,Female,38,Clothing,1,300.00,123.00,300.00
967,2023-08-04,10:13:00,4,Male,62,Beauty,1,25.00,13.25,25.00
1967,2023-02-23,08:28:00,4,Male,62,Beauty,1,25.00,12.25,25.00
79,2023-04-13,10:15:00,1,Male,34,Beauty,1,300.00,96.00,300.00
406,2023-04-01,11:50:00,3,Female,22,Beauty,4,25.00,11.00,100.00
450,2023-12-01,06:35:00,2,Female,59,Beauty,2,25.00,11.00,50.00
562,2023-11-09,09:26:00,3,Male,54,Electronics,2,25.00,7.25,50.00
1079,2023-08-21,06:45:00,1,Male,34,Beauty,1,300.00,117.00,300.00
41791,2023-06-22,08:45:00,2,Female,22,Beauty,4,25.00,10.00,100.00
1450,2023-07-16,08:52:00,1,Female,59,Beauty,2,25.00,10.25,50.00
1562,2023-11-26,10:21:00,5,Male,54,Electronics,2,25.00,12.75,50.00
108,2023-01-24,09:38:00,5,Female,27,Beauty,3,25.00,13.50,75.00
111,2023-04-15,09:45:00,5,Female,34,Electronics,3,500.00,130.00,1500.00
207,2023-08-06,08:34:00,3,Female,42,Beauty,2,25.00,10.25,50.00
724,2023-06-14,06:56:00,3,Male,61,Clothing,3,50.00,20.00,150.00
836,2023-06-21,06:32:00,2,Female,22,Clothing,1,50.00,27.50,50.00
969,2023-11-27,11:47:00,2,Female,40,Clothing,3,300.00,84.00,900.00
45969,2023-07-08,10:27:00,1,Female,27,Beauty,3,25.00,10.00,75.00
45972,2023-04-30,21:34:00,2,Female,34,Electronics,3,500.00,185.00,1500.00
45998,2023-06-30,21:48:00,3,Female,42,Beauty,2,25.00,10.00,50.00
1724,2023-09-15,20:53:00,4,Male,61,Clothing,3,50.00,17.00,150.00
1836,2023-02-13,17:19:00,3,Female,22,Clothing,1,50.00,23.50,50.00
1969,2023-03-05,19:34:00,4,Female,40,Clothing,3,300.00,126.00,900.00
246,2023-12-07,20:05:00,4,Female,48,Electronics,2,25.00,13.25,50.00
298,2023-10-05,19:05:00,3,Male,27,Beauty,4,300.00,84.00,1200.00
374,2023-10-27,17:45:00,4,Female,59,Beauty,3,25.00,7.75,75.00
572,2023-12-13,18:33:00,5,Male,31,Clothing,4,500.00,185.00,2000.00
665,2023-10-03,22:49:00,1,Male,57,Clothing,1,50.00,19.00,50.00
1246,2023-04-26,22:54:00,3,Female,48,Electronics,2,25.00,11.50,50.00
1298,2023-05-02,19:51:00,1,Male,27,Beauty,4,300.00,120.00,1200.00
1374,2023-03-23,22:03:00,3,Female,59,Beauty,3,25.00,8.25,75.00
1572,2023-06-18,22:20:00,1,Male,31,Clothing,4,500.00,175.00,2000.00
1665,2023-11-01,19:38:00,4,Male,57,Clothing,1,50.00,14.00,50.00
39,2023-07-11,22:44:00,5,Male,23,Clothing,4,30.00,8.70,120.00
893,2023-04-29,18:52:00,1,Male,49,Electronics,1,50.00,17.00,50.00
1039,2023-12-03,20:01:00,1,Male,23,Clothing,4,30.00,13.80,120.00
1893,2023-02-25,17:04:00,3,Male,49,Electronics,1,50.00,22.50,50.00
17,2023-02-25,21:08:00,3,Female,27,Clothing,4,25.00,13.00,100.00
316,2023-02-01,17:25:00,3,Female,48,Clothing,2,25.00,13.75,50.00
755,2023-11-27,20:07:00,1,Female,58,Clothing,3,25.00,6.75,75.00
45947,2023-09-05,18:41:00,2,Female,27,Clothing,4,25.00,12.00,100.00
1316,2023-07-21,17:11:00,1,Female,48,Clothing,2,25.00,11.75,50.00
1755,2023-05-23,21:47:00,2,Female,58,Clothing,3,25.00,8.00,75.00
28,2023-12-11,22:34:00,3,Female,43,Beauty,1,500.00,150.00,500.00
98,2023-04-09,19:41:00,1,Female,55,Beauty,2,50.00,19.50,100.00
129,2023-04-17,17:42:00,1,Female,21,Beauty,2,300.00,75.00,600.00
230,2023-03-26,17:44:00,5,Male,54,Beauty,1,25.00,12.50,25.00
613,2023-05-08,17:23:00,2,Female,52,Clothing,3,30.00,11.40,90.00
691,2023-05-12,21:09:00,5,Female,51,Clothing,3,30.00,14.70,90.00
693,2023-06-08,17:12:00,1,Male,41,Beauty,3,500.00,270.00,1500.00
45958,2023-03-09,18:09:00,1,Female,43,Beauty,1,500.00,250.00,500.00
1098,2023-07-06,22:34:00,3,Female,55,Beauty,2,50.00,19.50,100.00
45990,2023-09-08,21:46:00,1,Female,21,Beauty,2,300.00,156.00,600.00
46021,2023-12-04,21:24:00,1,Male,54,Beauty,1,25.00,13.25,25.00
1613,2023-12-14,21:58:00,4,Female,52,Clothing,3,30.00,9.90,90.00
1691,2023-01-07,20:01:00,1,Female,51,Clothing,3,30.00,13.50,90.00
1693,2023-02-20,18:21:00,1,Male,41,Beauty,3,500.00,130.00,1500.00
477,2023-12-03,17:24:00,3,Male,43,Clothing,4,30.00,16.20,120.00
863,2023-11-12,22:40:00,4,Female,30,Electronics,2,25.00,11.25,50.00
1477,2023-01-08,21:59:00,3,Male,43,Clothing,4,30.00,15.60,120.00
1863,2023-05-26,22:33:00,4,Female,30,Electronics,2,25.00,10.00,50.00
6,2023-11-15,22:16:00,2,Female,45,Beauty,1,30.00,15.00,30.00
483,2023-02-06,17:25:00,2,Male,55,Clothing,1,30.00,8.40,30.00
738,2023-02-05,18:24:00,5,Male,41,Clothing,2,50.00,26.00,100.00
45936,2023-10-29,19:23:00,2,Female,45,Beauty,1,30.00,14.10,30.00
1483,2023-03-05,19:53:00,1,Male,55,Clothing,1,30.00,8.70,30.00
1738,2023-11-12,21:33:00,1,Male,41,Clothing,2,50.00,16.00,100.00
222,2023-01-07,18:56:00,4,Male,51,Clothing,4,30.00,10.50,120.00
588,2023-10-18,17:54:00,5,Male,38,Electronics,2,30.00,13.80,60.00
953,2023-07-02,17:58:00,1,Male,45,Beauty,3,30.00,12.60,90.00
46013,2023-09-17,18:15:00,3,Male,51,Clothing,4,30.00,11.10,120.00
1588,2023-06-25,21:29:00,4,Male,38,Electronics,2,30.00,13.20,60.00
1953,2023-05-15,17:34:00,3,Male,45,Beauty,3,30.00,10.20,90.00
66,2023-06-18,22:49:00,3,Female,45,Electronics,1,30.00,9.00,30.00
482,2023-08-12,18:57:00,3,Female,28,Clothing,4,300.00,141.00,1200.00
903,2023-07-27,22:14:00,3,Female,51,Beauty,4,50.00,14.00,200.00
1066,2023-10-06,18:11:00,4,Female,45,Electronics,1,30.00,8.40,30.00
1482,2023-02-10,22:22:00,1,Female,28,Clothing,4,300.00,114.00,1200.00
43525,2023-07-27,21:44:00,5,Female,51,Beauty,4,50.00,19.00,200.00
102,2023-04-17,21:34:00,5,Female,47,Beauty,2,25.00,7.25,50.00
228,2023-04-03,20:26:00,4,Female,59,Electronics,2,30.00,10.80,60.00
236,2023-04-01,22:18:00,5,Female,54,Clothing,1,25.00,6.50,25.00
45963,2023-08-21,18:04:00,5,Female,47,Beauty,2,25.00,6.50,50.00
46019,2023-06-24,21:37:00,5,Female,59,Electronics,2,30.00,11.40,60.00
1236,2023-08-09,18:19:00,4,Female,54,Clothing,1,25.00,8.75,25.00
660,2023-07-29,18:46:00,2,Female,38,Beauty,2,500.00,270.00,1000.00
884,2023-02-18,20:31:00,1,Female,26,Clothing,2,30.00,7.50,60.00
987,2023-11-08,18:45:00,1,Female,30,Clothing,3,300.00,165.00,900.00
1660,2023-09-23,20:27:00,2,Female,38,Beauty,2,500.00,160.00,1000.00
1884,2023-07-09,21:45:00,2,Female,26,Clothing,2,30.00,11.40,60.00
1987,2023-05-26,18:18:00,2,Female,30,Clothing,3,300.00,129.00,900.00
18,2023-09-06,19:13:00,5,Female,47,Electronics,2,25.00,12.50,50.00
69,2023-11-14,22:44:00,1,Female,56,Beauty,3,25.00,8.50,75.00
995,2023-03-04,22:38:00,4,Female,41,Clothing,1,30.00,9.90,30.00
45948,2023-07-06,19:13:00,4,Female,47,Electronics,2,25.00,13.00,50.00
1069,2023-10-13,19:05:00,2,Female,56,Beauty,3,25.00,6.75,75.00
1995,2023-12-10,22:18:00,5,Female,41,Clothing,1,30.00,14.70,30.00
337,2023-08-22,17:56:00,1,Male,38,Clothing,1,500.00,275.00,500.00
585,2023-06-06,21:49:00,3,Female,24,Clothing,1,25.00,13.75,25.00
652,2023-10-31,17:05:00,4,Female,34,Beauty,2,50.00,20.50,100.00
1337,2023-07-21,19:56:00,2,Male,38,Clothing,1,500.00,225.00,500.00
1585,2023-10-05,20:00:00,2,Female,24,Clothing,1,25.00,7.25,25.00
1652,2023-11-16,20:00:00,2,Female,34,Beauty,2,50.00,20.50,100.00
242,2023-10-01,18:28:00,1,Male,21,Clothing,1,25.00,8.00,25.00
293,2023-05-27,19:04:00,4,Male,50,Electronics,3,30.00,9.60,90.00
460,2023-05-01,23:00:00,2,Male,40,Beauty,1,50.00,19.00,50.00
1242,2023-11-27,18:32:00,5,Male,21,Clothing,1,25.00,11.25,25.00
1293,2023-07-01,18:52:00,3,Male,50,Electronics,3,30.00,14.10,90.00
1460,2023-01-25,19:42:00,4,Male,40,Beauty,1,50.00,22.00,50.00
188,2023-08-31,18:50:00,3,Male,40,Clothing,3,25.00,8.50,75.00
357,2023-05-18,18:57:00,4,Female,40,Electronics,3,25.00,7.50,75.00
646,2023-05-26,21:02:00,3,Male,38,Clothing,3,30.00,13.50,90.00
749,2023-07-26,20:33:00,2,Male,42,Beauty,1,30.00,8.40,30.00
974,2023-12-28,18:39:00,3,Male,47,Beauty,1,30.00,11.70,30.00
1188,2023-06-04,22:43:00,2,Male,40,Clothing,3,25.00,10.75,75.00
1357,2023-03-20,19:14:00,3,Female,40,Electronics,3,25.00,11.50,75.00
1646,2023-01-18,19:43:00,1,Male,38,Clothing,3,30.00,15.60,90.00
1749,2023-05-07,19:55:00,2,Male,42,Beauty,1,30.00,9.00,30.00
1974,2023-02-19,20:20:00,3,Male,47,Beauty,1,30.00,12.90,30.00
190,2023-01-25,17:56:00,2,Female,60,Beauty,3,30.00,10.50,90.00
849,2023-06-25,19:33:00,5,Male,32,Clothing,2,25.00,12.50,50.00
853,2023-05-14,22:29:00,3,Male,21,Beauty,2,500.00,155.00,1000.00
1190,2023-09-29,21:00:00,4,Female,60,Beauty,3,30.00,10.80,90.00
1849,2023-07-21,22:42:00,1,Male,32,Clothing,2,25.00,12.00,50.00
1853,2023-05-29,18:39:00,2,Male,21,Beauty,2,500.00,190.00,1000.00
252,2023-05-05,17:37:00,1,Male,54,Electronics,1,300.00,84.00,300.00
606,2023-06-13,20:19:00,2,Male,22,Electronics,1,50.00,19.50,50.00
779,2023-05-15,19:19:00,3,Female,56,Electronics,2,500.00,155.00,1000.00
824,2023-02-25,19:10:00,3,Male,63,Clothing,4,30.00,9.30,120.00
866,2023-07-06,18:16:00,4,Male,24,Electronics,1,50.00,22.50,50.00
1252,2023-12-30,20:18:00,5,Male,54,Electronics,1,300.00,117.00,300.00
42522,2023-10-19,19:52:00,2,Male,22,Electronics,1,50.00,26.50,50.00
1779,2023-01-02,19:45:00,3,Female,56,Electronics,2,500.00,190.00,1000.00
1824,2023-01-24,20:19:00,4,Male,63,Clothing,4,30.00,12.60,120.00
